mpio_ccnct,average_mean,average_min,average_max,average_stddev,average_masked_mean,average_masked_min,average_masked_max,average_masked_stddev,cf_cvg_mean,cf_cvg_min,cf_cvg_max,cf_cvg_stddev,cvg_mean,cvg_min,cvg_max,cvg_stddev,maximum_mean,maximum_min,maximum_max,maximum_stddev,median_mean,median_min,median_max,median_stddev,median_masked_mean,median_masked_min,median_masked_max,median_masked_stddev,minimum_mean,minimum_min,minimum_max,minimum_stddev,year
5101,0.1298713698307542,-0.1282082498073578,7.400335788726807,0.4940903094747306,0.0636444256532746,0.0,7.400335788726807,0.4944550686680454,36.40785971936971,22,48,3.660172399316176,195.9578053537218,194,197,0.7431599293163296,0.4104630195861378,-0.0091397613286972,11.86706829071045,0.9845914661885332,0.1043447996514822,-0.1526368260383606,8.976909637451172,0.5169258492722751,0.0607688020833717,0.0,8.976909637451172,0.5166380431541672,-0.0731501833846554,-0.3439409732818603,1.3385871648788452,0.1461552113542181,2016
5107,0.206342864711346,-0.1142320334911346,31.97466278076172,1.7389680338037357,0.1502172164707514,0.0,31.97466278076172,1.7411431490458058,47.791086872980706,34,63,4.333461819519212,196.13061547877157,194,197,1.0169643192796651,0.53200505863,0.0046557374298572,76.62835693359375,3.93145796475347,0.1909427931435415,-0.1549293249845504,28.078784942626953,1.6086803551410542,0.1419310436078744,0.0,28.078784942626953,1.611000578286226,-0.0055330523105654,-0.3077583611011505,14.625897407531738,0.7437479112954039,2016
5120,0.0287437468665415,-0.1149064972996711,3.3549282550811768,0.1220914257540964,0.0094273099375372,0.0,3.3549282550811768,0.1126729159138156,45.2933047814704,28,61,5.376688353905569,194.9543552130054,191,196,0.8631053925771701,0.1987079933495225,0.0021070030052214,5.356832504272461,0.1936364901168244,0.0186861220043179,-0.1896464377641677,3.873859882354736,0.1321937304118494,0.009556814780912,0.0,3.873859882354736,0.1194352003883863,-0.1247905765909967,-0.3613686561584472,2.2021310329437256,0.096497499331112,2016
5125,0.0118690863685124,-0.1460230946540832,4.910887718200684,0.2459707029070029,0.0194858699389059,0.0,4.910887718200684,0.240786242634509,44.46932667437987,31,58,4.331948354217801,197.0,197,197,0.0,0.2028916135725531,-0.0837112590670585,7.0514817237854,0.3574598976933527,0.0077102495887277,-0.1884155720472335,5.007784366607666,0.2423673451405978,0.0187300603339251,0.0,5.007784366607666,0.2355556080198754,-0.1539380558823168,-0.3742353022098541,2.4179911613464355,0.1209357767725202,2016
5129,1.0661532579474706,-0.0085347248241305,24.63673210144043,2.6856850668209016,0.8429940502170414,0.0,24.63673210144043,2.763023884393065,37.75084495214831,23,47,4.38529934951422,196.0,196,196,0.0,1.5612766521413346,0.1169737353920936,33.919315338134766,3.801865419215447,1.0382950368652646,0.0269714519381523,25.42278289794922,2.727505729912242,0.8306638217640376,0.0,25.42278289794922,2.798124905857943,0.66612661979091,-0.2283112555742263,19.730274200439453,1.682822121706751,2016
5134,0.0307786210485512,-0.0579244010150432,2.3654937744140625,0.1248900511845217,0.0104426053525693,0.0,2.3654937744140625,0.1209529079865636,45.74278645122431,29,58,4.668631100051712,195.95778681953885,194,196,0.2812353154259029,0.1728308386234672,0.0096015874296426,6.160115718841553,0.308929772709459,0.0212031054620306,-0.0729828402400016,2.444948673248291,0.1208304583572347,0.008836004623163,0.0,2.444948673248291,0.1146507350522238,-0.121710404154478,-0.3499307334423065,0.626726508140564,0.0762600800423019,2016
5138,0.0320638445278373,-0.1162556782364845,3.843476057052612,0.2042329064924127,0.0240051686057203,0.0,3.843476057052612,0.1955029754268802,49.315755526071186,30,71,8.164097946480261,196.8393595079327,196,198,0.3707596676357528,0.2272663383807553,0.0226195361465215,6.5453925132751465,0.378060532569448,0.0346311272400985,-0.1520389169454574,5.342771530151367,0.2257730673088301,0.0237593867025753,0.0,5.342771530151367,0.2174870760542155,-0.1106079880307782,-0.3257615864276886,1.4679538011550903,0.1006393356604058,2016
5147,0.3158205845280845,-0.070452481508255,12.408857345581056,0.9263603404449516,0.2113903352617546,0.0,12.408857345581056,0.9430419551290464,47.35479137351087,31,62,6.261754165059608,193.674211637832,190,196,1.2622664956657208,0.6788846213673287,0.0067612901329994,23.652889251708984,1.6761406234502882,0.2974466892903343,-0.0651875287294387,12.817084312438965,0.9104284700548392,0.2064359613395547,0.0,12.817084312438965,0.9241377225485796,0.0647354801224698,-0.2743518054485321,6.839210510253906,0.4782363918478042,2016
5148,0.7476093476816754,-1.5,28.67665100097656,2.4607071795083733,0.6705826692454091,-1.5,28.67665100097656,2.473398412767207,21.399897201938728,8,34,4.052438840687052,186.1594092084975,183,193,2.555305521261049,1.0470626679748365,-1.5,43.30983352661133,3.307329521847044,0.7239079923989246,-1.5,36.63323974609375,2.5219376601394425,0.663628087388893,-1.5,36.63323974609375,2.529488943627138,0.4146534844347757,-1.5,24.40172004699707,1.6953820155794663,2016
5154,0.0960074742659713,-0.0772612616419792,14.46064281463623,0.5052162253450726,0.0480601505024727,0.0,14.46064281463623,0.5029973663852448,48.264097079365335,32,61,5.417146871125759,193.7790763977056,187,196,2.1089096431337233,0.2987231899211842,0.0093715582042932,21.53834342956543,0.8509690475150469,0.0855141680842538,-0.16221883893013,13.324362754821776,0.4719101417417483,0.0448887341139984,0.0,13.324362754821776,0.4707894293198799,-0.0755369674859342,-0.3296278715133667,8.722770690917969,0.2957755666156721,2016
5172,0.110487089144669,-0.0708135664463043,15.801533699035645,0.7857289916906893,0.0561115258961599,0.0,15.801533699035645,0.7866210691680798,49.76344851402984,28,66,6.2650706904872795,192.98787323166792,185,196,1.941722663312089,0.3286003648077613,-0.0086663858965039,35.109439849853516,1.6231940151290662,0.104605747123458,-0.1118498891592025,16.64362907409668,0.773938581533086,0.0543019839786007,0.0,16.64362907409668,0.7744453690989281,-0.0707688806782731,-0.3381523191928863,9.245853424072266,0.3797802901453743,2016
5190,0.2949670629029281,-0.0184819251298904,4.1753034591674805,0.5843311635678237,0.195126753672285,0.0,4.1753034591674805,0.6160012878796735,37.11321902220827,27,46,3.4442305185710427,184.14984697480975,182,187,1.2359733630237577,0.5366993123880104,0.0295153874903917,7.528881549835205,1.0632233709208203,0.2805206898385286,-0.0530023425817489,4.781609535217285,0.5760335254114601,0.1862308469541118,0.0,4.781609535217285,0.6035079156580525,0.0673869489708067,-0.1469545364379882,1.8521872758865356,0.2641756834628613,2016
5197,0.1628146126394684,-0.1389321684837341,5.823355674743652,0.3394466978769452,0.0460689924984354,0.0,5.823355674743652,0.3330644948206059,27.42739896649639,19,36,2.9029294351664077,185.78267139181943,181,192,2.4859436784089946,0.3196513976177715,-0.1389321684837341,9.284201622009276,0.5623764264976494,0.1413937157860789,-0.1879283189773559,5.245182037353516,0.3350538736780272,0.0444749531222662,0.0,5.245182037353516,0.3231914154244918,0.0096193095180559,-0.2654308974742889,3.1207666397094727,0.1942979746346357,2016
5209,0.0898701880956603,-0.0760429576039314,11.432438850402832,0.4675082404702234,0.0306272209597091,0.0,11.432438850402832,0.4703642693343751,38.6983680808037,25,50,3.8769379012116327,196.99305412357143,196,197,0.1152198068198403,0.3045188133792212,-0.0492300949990749,12.94848918914795,0.6408278873470019,0.0698314949000961,-0.0972982347011566,11.204620361328123,0.4697894938161083,0.029816096310947,0.0,11.204620361328123,0.4697800342897689,-0.0885677032912362,-0.3548893332481384,9.766324043273926,0.3289950954301605,2016
5212,5.055856100073514,0.2489116936922073,26.343568801879883,4.168292841133943,5.005079846061619,0.0,26.343568801879883,4.244320952145739,37.92315123053144,26,48,4.3608452588783795,195.47834680775185,195,196,0.4985007994503942,7.0836350255081255,0.3829130828380584,40.74129486083984,6.352281393478527,4.9752028916749085,0.2155591547489166,29.15813636779785,4.2682742259158255,4.929784945014214,0.0,29.15813636779785,4.334735046351277,3.579294003596287,0.1068752780556678,14.583822250366213,2.834964458934823,2016
5234,0.0042251828587331,-0.1131948679685592,3.593637704849243,0.0860697441821092,0.00216225231952,0.0,3.593637704849243,0.0743582626550218,45.81399441585617,24,75,11.245524586645676,193.29413445770967,184,197,4.373229877159964,0.1792539002949644,-0.0047042658552527,5.615009307861328,0.1519861490206178,0.0028441161199181,-0.1675695776939392,3.865849018096924,0.0867307884279757,0.0019720030276681,0.0,3.865849018096924,0.0705608211397568,-0.1413652228656147,-0.4059363305568695,1.2213129997253418,0.0611032129027472,2016
5237,0.390749787764537,-0.0457169897854328,15.466078758239746,1.1544084274134887,0.2012410361020419,0.0,15.466078758239746,1.1837943422757546,32.36232977995544,17,44,4.344403481308176,195.2366064137367,191,196,1.3360377282197542,0.7162416678602381,0.0217659268528223,25.111770629882812,2.0987547794587993,0.3717886138540904,-0.100196324288845,17.715892791748047,1.1920759483031311,0.191432347701584,0.0,17.715892791748047,1.218025626476767,0.133567406716246,-0.2242711186408996,9.555066108703612,0.5811146312086027,2016
5240,0.1708049503351146,-0.0740101933479309,2.889364004135132,0.2386167297913131,0.0376105531465668,0.0,2.889364004135132,0.2320521210142913,44.70226047977379,27,55,5.292089097072521,196.8115163754103,195,197,0.444509956382791,0.376773714575463,-0.0161167178303003,4.994882583618164,0.4485983840648851,0.1674696732301588,-0.0683313012123107,2.9964892864227295,0.2327820657557339,0.0368633935817155,0.0,2.9964892864227295,0.2293201954166606,0.0130185992738101,-0.2326403111219406,1.487116813659668,0.1570577061551057,2016
5250,0.0567775859763168,-0.1275714635848999,5.833343982696533,0.2001204216680794,0.0168665087798395,0.0,5.833343982696533,0.1863067141197015,32.75598100138994,17,48,4.3726878008210495,192.8986101379527,182,197,3.108742628256801,0.2003799394604114,-0.0954489633440971,11.012757301330566,0.3461382190670734,0.0459582643657381,-0.1654244512319564,5.9283318519592285,0.2010637563140358,0.016366317947258,0.0,5.9283318519592285,0.1857234675667801,-0.0942279162756415,-0.4185715913772583,2.257284164428711,0.1205197263068394,2016
5264,0.1712056947623723,-0.092364564538002,15.625330924987791,1.0970459572715323,0.1076655932758073,0.0,15.625330924987791,1.1021444148318946,35.42946943459124,22,46,4.536858855846945,195.70648664268396,195,197,0.486918771699193,0.4152182463062945,-0.0010982962558045,39.308292388916016,2.1940859503555545,0.1704784340223171,-0.1789563149213791,21.57146453857422,1.292592770152563,0.1117819112276792,0.0,21.57146453857422,1.2964617202326052,-0.0507762028884994,-0.2796186804771423,6.75818395614624,0.4380898887592403,2016
5282,0.1609840684424494,-0.139279156923294,9.78873348236084,0.5929245787008735,0.0785345883856342,0.0,9.78873348236084,0.5934294734288599,32.81998533058575,22,42,3.5323835535496073,195.80567566623589,195,196,0.3910729108215632,0.3543630361663602,-0.0899493768811225,11.290565490722656,0.7633136665584984,0.1394497988283325,-0.1227951124310493,9.894845962524414,0.5726368562188324,0.074200121275054,0.0,9.894845962524414,0.5669412951329074,0.0167873462407354,-0.2912406921386719,9.00515365600586,0.4445956538759231,2016
5284,0.012247450133159,-0.114865630865097,3.767090320587158,0.1360175639561991,0.0075527338109499,0.0,3.767090320587158,0.128231403606021,41.1649405275733,22,65,6.998273802325224,195.20752142720892,184,197,2.953650770103311,0.1705368461611443,-0.0314186178147792,10.220951080322266,0.2918832998820031,0.012198186996748,-0.119075134396553,3.5947437286376953,0.1356706078318141,0.0072422489778934,0.0,3.5947437286376953,0.128129738348602,-0.1336857764571548,-0.366612821817398,1.318034529685974,0.0655649976127373,2016
5310,0.0996883767927492,-0.0948823168873786,6.512338161468506,0.442096442752141,0.0657644225155927,0.0,6.512338161468506,0.4446402862638704,34.767816550134114,22,46,4.350191697499058,190.99997575979572,186,195,2.0810188347010654,0.2922288732733721,-0.0151707921177148,14.565017700195312,0.9948494706290252,0.0875645336878149,-0.0977255478501319,6.766931533813477,0.4389645042989303,0.0625411167997399,0.0,6.766931533813477,0.4393931790329768,-0.060308822408978,-0.2639942169189453,3.4313948154449463,0.2366582005971682,2016
5313,0.1166532071695346,-0.0828899815678596,7.693834781646728,0.4996950248623848,0.0510756255797785,0.0,7.693834781646728,0.500329349810948,28.365068451217617,21,35,2.412580664005157,184.7152740167937,181,188,1.7257635360663022,0.2962982281108597,-0.0360014848411083,13.1986083984375,0.8842184149140295,0.0973033568383742,-0.108531542122364,7.665869235992432,0.5027191160678974,0.0489225173796551,0.0,7.665869235992432,0.5012458809840856,-0.0336987957028078,-0.2399542927742004,6.058435440063477,0.2757644345166428,2016
5318,2.646616936844758,0.2742063403129577,19.175207138061523,2.803633369858294,2.39370584342393,0.0,19.175207138061523,2.9825240298620357,28.788649182512668,18,42,4.2352312466599695,195.89730836050367,194,196,0.3837144956770871,3.705137231181269,0.3177891671657562,38.80464553833008,4.326691133027885,2.6370165043585247,0.2158615440130233,19.76859474182129,2.833174013188231,2.3942921399485395,0.0,19.76859474182129,3.0027368503921363,1.828795136588182,0.0784961804747581,12.57630443572998,1.8852604311833687,2016
5361,0.0218465608606406,-0.1865628510713577,31.97466278076172,0.7090848765703597,0.0374056838881219,0.0,31.97466278076172,0.7061781760143812,47.94349037321978,25,69,6.802320921219322,195.72072482072187,187,197,1.0603810570071894,0.2344891064554656,-0.0998906344175338,76.62835693359375,1.6212336402408587,0.0181710547588202,-0.2040997296571731,28.078784942626953,0.6802251743273899,0.0367460847970683,0.0,28.078784942626953,0.6765820823382719,-0.1371515681749427,-0.3534047603607178,14.625897407531738,0.2931697379896244,2016
5364,0.0828684541794772,-0.1659627705812454,8.918366432189941,0.5951401123871263,0.0554475288825819,0.0,8.918366432189941,0.5916260603693183,29.13148407726031,20,43,3.409855538420868,195.61843643219564,194,197,0.6263854335608136,0.2369168313915153,-0.1130443811416626,15.24368953704834,1.0136611252255234,0.0581256040236303,-0.1597457081079483,8.665369033813477,0.5726005665966469,0.0535952965871766,0.0,8.665369033813477,0.568366249851475,-0.0543442001498337,-0.3240421414375305,6.087987422943115,0.3801328248300921,2016
5368,0.1217927178251903,-0.1695043891668319,14.883495330810549,0.7083463226632287,0.0658425001993171,0.0,14.883495330810549,0.7093014501214424,32.904498750225144,23,44,3.4819977345752102,195.46240352133407,194,196,0.5038112459386819,0.3290509459919249,-0.0624778307974338,24.411264419555664,1.1035948452330322,0.1016951708388704,-0.1637031883001327,14.240967750549316,0.7025607411396563,0.065272121314221,0.0,14.240967750549316,0.7000007955202937,-0.023756940994032,-0.2545873522758484,7.569774627685547,0.3988826986393339,2016
5376,1.928180340442348,-0.0685350000858306,28.32399559020996,3.652294453722467,1.8212508690369684,0.0,28.32399559020996,3.704874103729991,27.144570281849564,14,39,4.914641475135251,193.96973884302113,191,196,1.3466881347164217,2.778365624088002,-0.0041011283174157,36.18465805053711,5.040538063646176,1.883562018030565,-0.0724582821130752,28.6404972076416,3.623407020552176,1.779311333313465,0.0,28.6404972076416,3.673502566279905,1.2010260102208457,-0.1548819094896316,20.038951873779297,2.5031725996539382,2016
5380,4.077035116828128,0.5041620135307312,28.17967987060547,5.566461950020262,3.988242953338034,0.0,28.17967987060547,5.646189148581452,37.16344571115037,26,46,3.911980301079376,195.1878314942387,194,196,0.7670033658495793,6.068240478077957,0.7436773180961609,40.51665115356445,8.30571593512917,4.1504652482292625,0.4159640669822693,34.48357009887695,6.167677336238028,4.062414621951442,0.0,34.48357009887695,6.240488942643024,2.3928989154474154,-0.007204305846244,15.644489288330078,2.9405118481323336,2016
5400,0.5947244928499844,-1.5,26.49925994873047,2.0600998075400785,0.4954355898119305,-0.0132112856954336,26.49925994873047,2.0793051438502865,27.419422560933153,14,40,4.77288303517809,189.14664660107852,184,194,2.1574579641401597,1.0102277496964078,-1.5,37.828399658203125,3.177679741851286,0.5651637468322994,-1.5,26.587242126464844,2.06409761996737,0.4764862796352459,-0.0735532939434051,26.587242126464844,2.080464928348114,0.2733808825781947,-1.5,14.84275722503662,1.2763470742085552,2016
5411,0.0518888846920107,-0.1460262686014175,5.317214012145996,0.3276354859263981,0.0656547389435072,-0.0209251157939434,5.317214012145996,0.322163071313881,49.3327908801784,24,61,7.140147593385271,196.99588203709044,196,197,0.0618979882357034,0.2801374416694299,-0.0381369404494762,11.2173433303833,0.6422986048764164,0.0471736867046957,-0.1320275217294693,5.415324687957764,0.2958704108959604,0.0549707699587197,-0.0161408558487892,5.415324687957764,0.2908548371657355,-0.1066642102321399,-0.3363268971443176,2.526310920715332,0.1500872235626454,2016
5440,1.7900871493858974,0.1437089741230011,29.450040817260746,3.901946598543736,1.426773029195521,0.0,29.450040817260746,4.040372735174386,26.838416438933812,16,37,3.487967233088098,189.66170925338767,185,193,1.82374693725756,2.4638168614381923,0.1498923301696777,40.74092102050781,5.326580908653973,1.7047286958731989,0.1232316270470619,29.751317977905273,3.711168545176761,1.3531287270074783,0.0,29.751317977905273,3.844538154238306,1.2847643340154664,0.0158981345593929,23.226552963256836,2.822412853196601,2016
5480,0.0240067687273718,-0.093575969338417,3.0873844623565674,0.1047940186433311,0.0055340830415054,0.0,3.0873844623565674,0.0955472186747979,43.407483033852586,25,66,6.314085727253595,188.800661048913,183,196,3.452659768298528,0.1727200876501982,-0.0119168926030397,6.224944591522217,0.1833296845746501,0.024310645476513,-0.1289251893758773,3.3330023288726807,0.0999157273381602,0.0050474170697498,0.0,3.3330023288726807,0.0890886362986283,-0.1247375771319918,-0.3334982395172119,1.2593886852264404,0.0679183186809914,2016
5483,-0.0368114703574579,-0.2366193085908889,3.291253089904785,0.1700464914970581,0.009992311459328,-0.0042471685446798,3.291253089904785,0.1525023453463049,24.32476884075193,11,36,3.810867571816714,186.21176394028916,181,193,2.888249752073465,0.0623353330214025,-0.2262826412916183,6.677500247955322,0.3002626996133016,-0.0503517465050167,-0.2484895586967468,3.480851411819458,0.1705938500900401,0.0087708132037419,-0.0936422646045684,3.480851411819458,0.1522727323060247,-0.1303993288232652,-0.357140451669693,1.948336601257324,0.1050872179438064,2016
5490,0.0287024362475765,-0.0930625721812248,11.6427640914917,0.2324429103733699,0.0207639045672215,0.0,11.6427640914917,0.2296073012375337,59.69295047918336,41,79,4.670850789042503,194.54305191318176,192,196,0.7647332529549238,0.227098675638452,0.0083476724103093,20.574254989624023,0.4202986661767555,0.0320444968060426,-0.0978697836399078,10.80436897277832,0.226891194143411,0.0195945061859329,-0.016621395945549,10.80436897277832,0.2239990353992274,-0.1334464721352694,-0.2833189964294433,6.235365390777588,0.1421197619648218,2016
5495,0.0459034400896424,-0.1310186237096786,3.7595252990722656,0.1535420755872917,0.0107097848664902,0.0,3.7595252990722656,0.1358059990972862,38.914099200085126,21,58,6.258828983166121,188.7220350548404,181,196,2.985294989271873,0.2203949283769152,-0.105100616812706,18.53365707397461,0.5110133679430111,0.0394666584398279,-0.172157347202301,4.619636535644531,0.1487828782863465,0.0100829410377852,0.0,4.619636535644531,0.1350230154855858,-0.1187338895282985,-0.3938003480434418,1.17582106590271,0.0932522744765283,2016
5541,0.5334623738415575,-0.0608383528888225,24.986534118652344,2.0514975097498205,0.3157888372415422,0.0,24.986534118652344,2.0860550019768813,28.201209283884353,19,36,3.2838157613221917,186.2411095522753,182,191,1.6194384363750265,0.8363089807500085,-0.0181113053113222,41.166019439697266,3.4941393039699618,0.5039237229883397,-0.0842503458261489,25.869770050048828,1.8580063070744468,0.3014778239659105,0.0,25.869770050048828,1.8897509014094305,0.3086780305099103,-0.1584348082542419,15.182909965515137,1.1930162381311575,2016
5543,-0.003997750071368,-0.1482014656066894,5.2952399253845215,0.1703043773890084,0.0119658567027329,0.0,5.2952399253845215,0.160713745386979,53.36356474177135,25,68,7.050524792466492,196.61998728758655,195,197,0.6344004616194887,0.1879929880959579,-0.1108820885419845,7.754913330078125,0.2776545315556803,-0.0069074175327909,-0.140557512640953,6.2587995529174805,0.1833494849819279,0.0117081429885737,-0.0457753986120224,6.2587995529174805,0.1723508447816608,-0.1300316143341632,-0.2704319357872009,2.2902724742889404,0.0951175484693672,2016
5579,0.057559422161643,-0.1333132237195968,8.590166091918945,0.3508300758517497,0.0193535530943588,0.0,8.590166091918945,0.3424798023678621,39.01064331662322,26,50,3.892617781172389,192.8724470075409,190,195,1.1814315846712795,0.209931517634204,-0.0213437974452972,14.100780487060549,0.5648662428592072,0.0453151300828596,-0.1622059196233749,9.811171531677246,0.3678105787611383,0.0190409192305271,0.0,9.811171531677246,0.3591433139690068,-0.0900250161154564,-0.3352275788784027,4.41506814956665,0.2052215501015186,2016
5585,0.1683033232434825,-0.0986802354454994,9.160077095031738,0.6456259790544943,0.093864750212107,-0.0136835379526019,9.160077095031738,0.63940931605207,36.57990982231577,27,46,3.053370393701696,192.7178074214953,191,195,1.039118515155626,0.4137452746839654,-0.0774091333150863,18.52997779846191,1.247610209223748,0.137353310063051,-0.146276369690895,11.315475463867188,0.6428203044875599,0.0853010585523919,0.0,11.315475463867188,0.6345691106135227,-0.0175393363930898,-0.3398947715759277,3.0343759059906006,0.289862592051031,2016
