mpio_ccnct,shape_area,average_mean,average_min,average_max,average_stdDev,average_masked_mean,average_masked_min,average_masked_max,average_masked_stdDev,cf_cvg_mean,cf_cvg_min,cf_cvg_max,cf_cvg_stdDev,cvg_mean,cvg_min,cvg_max,cvg_stdDev,maximum_mean,maximum_min,maximum_max,maximum_stdDev,median_mean,median_min,median_max,median_stdDev,median_masked_mean,median_masked_min,median_masked_max,median_masked_stdDev,minimum_mean,minimum_min,minimum_max,minimum_stdDev,year
5380,0.00299045848784,7.247705748530595,0.5041620135307312,49.20627975463867,9.616648008339633,7.176705779840316,0.0,49.20627975463867,9.679518872826469,37.6430886976869,26,46,3.938982337361171,195.07638871962385,194,196,0.8070041838774951,10.732338091358498,0.7436773180961609,67.33180236816406,14.09836278823638,7.610359746406451,0.4159640669822693,51.357086181640625,10.294553175276564,7.539952725525805,0.0,51.357086181640625,10.354089555237737,3.683097098902675,-0.007204305846244,24.32995986938477,4.811299668010864,2016
5631,0.0012927762991,16.136568723132044,1.1726112365722656,54.7645378112793,15.797715956514752,16.136568723132044,1.1726112365722656,54.7645378112793,15.797715956514752,33.22190201729106,24,44,5.181200564907532,194.75001412668811,194,196,0.6305379367109779,22.781525821330657,1.382794737815857,85.48616790771484,24.591316084015148,17.167339943469344,1.0206196308135986,63.325828552246094,18.002382242905792,17.167339943469344,1.0206196308135986,63.325828552246094,18.002382242905792,10.15522018087956,0.8187981247901917,32.87955856323242,8.755788868132486,2016
5002,0.0413833265486,0.0948578673077983,-0.1334076821804046,22.749847412109375,0.9593168645519308,0.0830015837111643,-0.0132112856954336,22.749847412109375,0.9580830459079992,33.060853599658856,14,45,5.164395859468064,191.502567283261,183,196,3.614587547138457,0.2813162472256721,-0.1173039451241493,29.19416618347168,1.3071652522001849,0.0797312894433046,-0.1512313932180404,22.157543182373047,0.9202678827643974,0.0777166984752116,-0.0735532939434051,22.157543182373047,0.9178704210170412,-0.0429752514152418,-0.279388964176178,15.109085083007812,0.6026305382921273,2016
5030,0.00686650704907,1.2251684742986153,0.0287662241607904,19.3895320892334,1.8797845743348756,1.0516691130714833,0.0,19.3895320892334,1.954100051979465,40.230415480691626,33,50,3.057037761345636,196.0,196,196,0.0,1.9173381299323595,0.155546486377716,25.66918182373047,3.0228606194446215,1.2173645434531293,-0.0407670550048351,23.200700759887695,1.958247659605988,1.050730301100389,0.0,23.200700759887695,2.02625674382327,0.635102305984878,-0.1154265478253364,9.616232872009276,0.962445715809202,2016
5031,0.0989196015086,0.0481316234092719,-0.1450485289096832,20.293556213378903,0.6071627422722625,0.0424618773397577,-0.0004598163068294,20.293556213378903,0.5996219810486191,38.38194718839387,25,52,3.912593080031727,187.67489089729577,183,194,2.0568133791344474,0.2652054295305651,-0.0878738462924957,27.864646911621097,1.2803806990995212,0.0318694787316363,-0.1577312797307968,20.750213623046875,0.5706649194961957,0.0387289040578202,0.0,20.750213623046875,0.567649378660913,-0.1106799311790796,-0.4266148805618286,18.178447723388672,0.4108300415036432,2016
5034,0.0328195644767,0.1130040035923379,-0.1593486964702606,10.085067749023438,0.5741118156967914,0.0840033660606626,0.0,10.085067749023438,0.5690779754686429,31.10967832254851,21,47,4.067752269291753,196.4859982756167,195,197,0.5201397835441133,0.3149718430567043,-0.1053934544324874,23.190847396850582,1.214108912615658,0.0905716422383778,-0.1367677301168441,10.577686309814451,0.6012124897971911,0.0824828144568405,-0.03322384506464,10.577686309814451,0.5941910503644605,-0.0522497061182268,-0.3444425165653229,4.193210124969482,0.2075081580397433,2016
5036,0.00668338735658,0.391031865208247,0.0811011791229248,3.182154417037964,0.3855696871421316,0.1189540503282617,0.0,3.182154417037964,0.4196860174797073,43.34691071019285,25,51,3.60639706261564,195.7292273774052,194,196,0.6491578357325447,0.684621352387232,0.1899033784866333,5.557313919067383,0.6380911493829713,0.3653440501675032,0.0679297670722007,2.650205373764038,0.3526872674905593,0.1120151655765095,0.0,2.650205373764038,0.3870664936830184,0.155245337367193,-0.1676880568265915,1.82455313205719,0.2439071812233719,2016
5038,0.0276929889034,0.0686505386458885,-0.0837094634771347,7.216156005859375,0.4123864263802705,0.0525848785352828,0.0,7.216156005859375,0.4112875303624311,40.265560690445184,28,51,3.1789412711493292,195.63864070255815,195,196,0.480788673477884,0.2450555202739653,0.0012479327851906,11.256026268005373,0.7712805790591688,0.0686140487374038,-0.1077995672821998,7.615030288696289,0.4406886801062375,0.0530857721202695,0.0,7.615030288696289,0.4397333223821745,-0.0915288801067949,-0.3142995536327362,4.186403751373291,0.2399431027534104,2016
5040,0.11570588848,0.0180853657562607,-0.1186221987009048,6.071913242340088,0.2216645767974853,0.0213251133025122,0.0,6.071913242340088,0.2166037204490641,41.65248479027792,24,57,6.402977858209209,193.03255012874885,186,196,2.428626474030546,0.183690393686978,-0.0572952963411808,11.82144546508789,0.4308433182869183,0.0048279960033744,-0.1709320545196533,6.418665409088135,0.2212725203584063,0.0202390939997472,0.0,6.418665409088135,0.2143529730565997,-0.1336580951137237,-0.4151650667190552,3.837326765060425,0.1186414333120885,2016
5042,0.0429287825607,0.1586860635050829,-0.1076962873339653,16.249069213867188,0.9282390315902188,0.1349162839022712,0.0,16.249069213867188,0.9258599835596018,43.16714624468329,25,60,6.382563725861018,197.0,197,197,0.0,0.4241833537564977,0.0057527776807546,26.451072692871097,1.5600256483139283,0.1739851989304758,-0.1342012733221054,23.12775993347168,1.092439405361113,0.147832374377213,-0.0182660799473524,23.12775993347168,1.0906331926310655,-0.0411984378443704,-0.3504252135753631,6.967442989349365,0.4416453862757358,2016
5051,0.0618547761113,0.0809216899702778,-0.0511708594858646,14.993574142456056,0.5749188423023464,0.0539459107230952,0.0,14.993574142456056,0.5761949268283543,67.10059119281847,49,81,4.853026517408786,194.27585658121976,190,195,0.8016239098608461,0.2941000447695344,0.0829871371388435,23.46891212463379,1.0185977338240997,0.0851688178339541,-0.0811095386743545,15.960841178894045,0.5797235859965095,0.0534221783946796,0.0,15.960841178894045,0.5811640229056523,-0.0973601969980746,-0.2641851305961609,9.320151329040527,0.3374093194090677,2016
5055,0.0200221218902,-0.000918643120605,-0.2194953262805938,3.3030714988708496,0.1806616572416229,0.0186695793211069,0.0,3.3030714988708496,0.1704914228144704,27.7202653281268,16,38,3.819601896842843,190.0665105198742,182,195,3.5714055362376413,0.1318153538270825,-0.2194953262805938,5.4918389320373535,0.3063736065818006,-0.0159609240607865,-0.2194953262805938,3.4384212493896484,0.1861536359679054,0.0176714980499687,0.0,3.4384212493896484,0.17380802194306,-0.128034419964697,-0.3727224767208099,2.1633455753326416,0.1047919619548055,2016
5079,0.0168038981136,1.474426567847304,0.0150655591860413,19.317062377929688,2.4882452045507937,1.1893481041887226,0.0,19.317062377929688,2.596496705085451,34.532924596252805,24,45,4.267667249742563,194.26934992580237,189,196,1.5592177168744337,2.294784680482238,0.1223289370536804,33.19789505004883,4.1284389541858655,1.5012616938234784,-0.0358297154307365,24.47749137878418,2.710170467986549,1.2290678450376125,0.0,24.47749137878418,2.8094405161689706,0.77647836800123,-0.1397148221731186,10.94737720489502,1.274536235371171,2016
5091,0.0147213839905,0.0602481220145765,-0.0930038839578628,1.7603590488433838,0.1352880676039426,0.0169239555910928,0.0,1.7603590488433838,0.1280752157369697,35.40464892816104,27,45,3.5842222413756284,196.75279847049967,196,197,0.4399623623513803,0.2793211270516494,-0.0341000966727733,6.270862579345703,0.4074742648383636,0.0263963551401229,-0.1267510056495666,1.3164029121398926,0.1134526426853356,0.0132257411410392,0.0,1.3164029121398926,0.0953332519216172,-0.1005579371727138,-0.2664331495761871,0.2504599690437317,0.0640176618339483,2016
5093,0.0214135235923,0.1199911231937472,-0.1233134493231773,28.580076217651367,1.115467442661254,0.0280044519406647,0.0,3.419309377670288,0.1959633680831312,40.436864903152006,25,51,3.2513973098848075,196.4639169640669,195,197,0.5350180817321731,0.4983588480750143,-0.0024980569723993,118.21219635009766,4.460516671887179,0.0475608889899625,-0.1084554269909858,3.096167802810669,0.182989672836041,0.0253851268162207,0.0,3.096167802810669,0.1774947256796077,-0.1222146191867457,-0.393330842256546,1.2512987852096558,0.0992856564133402,2016
5101,0.0212422352277,0.1499163590287122,-0.1282082498073578,7.400335788726807,0.4940903094747306,0.0840615325260566,0.0,7.400335788726807,0.4944550686680454,36.42538665897812,22,48,3.660172399316176,195.95263298803465,194,197,0.7431599293163296,0.447814157159927,-0.0091397613286972,11.86706829071045,0.9845914661885332,0.1260752349844871,-0.1526368260383606,8.976909637451172,0.5169258492722751,0.0827440833638165,0.0,8.976909637451172,0.5166380431541672,-0.068960258293801,-0.3439409732818603,1.3385871648788452,0.1461552113542181,2016
5107,0.0307849623011,0.2083833055670342,-0.1142320334911346,31.97466278076172,1.738968033803737,0.1523342405284241,0.0,31.97466278076172,1.7411431490458058,47.793134407557815,34,63,4.333461819519212,196.1318017501553,194,197,1.0169643192796651,0.5363118036133618,0.0046557374298572,76.62835693359375,3.931457964753472,0.1928442337356782,-0.1549293249845504,28.078784942626953,1.6086803551410556,0.1438993605182715,0.0,28.078784942626953,1.6110005782862258,-0.0046477745395081,-0.3077583611011505,14.625897407531738,0.7437479112954041,2016
5120,0.153504402482,0.0301511533761566,-0.1149064972996711,3.3549282550811768,0.1258126013279456,0.0108518108015269,0.0,3.3549282550811768,0.1167743418945304,45.28686851893201,28,61,5.377370709640679,194.95394908724745,191,196,0.8630056337883274,0.2013221152527897,0.0021070030052214,5.356832504272461,0.20272065302615,0.0203402594459163,-0.1896464377641677,3.873859882354736,0.1376016153150452,0.0112190313322057,0.0,3.873859882354736,0.1254407362673211,-0.124116502143277,-0.3613686561584472,2.2021310329437256,0.0975254041461897,2016
5125,0.0163405211074,0.015611969419817,-0.1460230946540832,4.910887718200684,0.2459707029070029,0.0232220660977113,0.0,4.910887718200684,0.240786242634509,44.471685144520045,31,58,4.331948354217801,197.0,197,197,0.0,0.2081683754282066,-0.0837112590670585,7.0514817237854,0.3574598976933527,0.0115056833246924,-0.1884155720472335,5.007784366607666,0.2423673451405978,0.0225159202434833,0.0,5.007784366607666,0.2355556080198754,-0.1520524211015278,-0.3742353022098541,2.4179911613464355,0.1209357767725202,2016
5129,0.0108362037298,1.4673998273775744,-0.0085347248241305,27.1336669921875,3.153593100382549,1.250978487593589,0.0,27.1336669921875,3.2270631276803186,37.71819326006044,23,47,4.379290472713113,196.0,196,196,0.0,2.1110446903623017,0.1169737353920936,35.178890228271484,4.3868227768024255,1.452863224088471,0.0269714519381523,30.705333709716797,3.2798065714514757,1.2515010387222911,0.0,30.705333709716797,3.3460348712390493,0.8909952286246167,-0.2283112555742263,19.730274200439453,1.930236490527,2016
5134,0.0168798581875,0.035076627948446,-0.0579244010150432,2.3654937744140625,0.1248900511845217,0.014797298676438,0.0,2.3654937744140625,0.1209529079865636,45.73594672958176,29,58,4.668631100051712,195.9579039248476,194,196,0.2812353154259029,0.1824474694356057,0.0096015874296426,6.160115718841553,0.308929772709459,0.0254815150726902,-0.0729828402400016,2.444948673248291,0.1208304583572347,0.0131489273148478,0.0,2.444948673248291,0.1146507350522238,-0.1198562981448805,-0.3499307334423065,0.626726508140564,0.0762600800423019,2016
5138,0.0298102278755,0.0365771120827576,-0.1162556782364845,3.843476057052612,0.2042329064924127,0.0285385449493221,0.0,3.843476057052612,0.1955029754268802,49.28049583016325,30,71,8.164097946480261,196.8387451103191,196,198,0.3707596676357528,0.2353553338005349,0.0226195361465215,6.5453925132751465,0.378060532569448,0.0399386697694769,-0.1520389169454574,5.342771530151367,0.2257730673088301,0.0290940574519222,0.0,5.342771530151367,0.2174870760542155,-0.1090473417218962,-0.3257615864276886,1.4679538011550903,0.1006393356604058,2016
5147,0.0316837676703,0.3893044668536229,-0.070452481508255,20.48408889770508,1.2549107872138128,0.2856086024544013,0.0,20.48408889770508,1.2707680712793052,47.41211811502127,31,62,6.267309502992707,193.68353497965103,190,196,1.26241825416014,0.8043933472995042,0.0067612901329994,34.913902282714844,2.202801478688755,0.3745013998323075,-0.0651875287294387,21.596508026123047,1.290225463671243,0.2841306866456516,0.0,21.596508026123047,1.3031333014564752,0.092805013675053,-0.2743518054485321,9.636528968811035,0.5799273753669499,2016
